time,<1,1,2,3,4,5,6,7,8,9,10,20,21,>40,SafeLow (<30m),Standard (<5m),Fast (<2m),
17-45-8,0,159.4,2.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-45-40,0,159.4,2.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-46-13,0,159.4,2.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-46-45,0,159.4,2.4,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-47-18,0,163.2,2.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-47-50,0,163.2,2.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-48-23,0,163.2,2.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-48-56,0,167.7,2.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-49-28,0,167.7,2.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
17-50-1,0,167.7,2.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4,
17-50-34,0,169.3,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4,
17-51-7,0,169.3,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.45,2,4,
17-51-39,0,172.7,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,2,4,
17-52-11,0,172.7,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,2,4,
17-52-48,0,172.7,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,2,4.1,
17-53-20,0,170.3,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
17-53-54,0,170.3,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-54-27,0,170.3,2.6,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-54-59,0,176.7,2.6,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-55-32,0,176.7,2.6,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-56-4,0,179,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-56-38,0,179,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-57-11,0,179,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-57-44,0,180.5,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-58-16,0,180.5,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
17-58-48,0,180.5,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.45,1.6,4.1,
17-59-21,0,180.5,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.55,1.8,4.1,
17-59-54,0,181.7,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.6,1.8,4,
18-0-26,0,181.7,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.6,1.7,4,
18-0-58,0,180,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,4,
18-1-31,0,180,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4,
18-2-3,0,180,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4,
18-2-36,0,177.6,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4,
18-3-9,0,177.6,2.7,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4,
18-3-42,0,176.4,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,4,
18-4-14,0,176.4,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,4,
18-4-47,0,176.4,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,4,
18-5-19,0,175.5,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,4,
18-5-52,0,175.9,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,4,
18-6-25,0,175.9,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.55,4,
18-6-58,0,175.9,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.45,1.6,4,
18-7-30,0,175.9,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4,
18-8-3,0,173.7,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
18-8-35,0,173.7,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
18-9-8,0,174,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.6,4.1,
18-9-41,0,176,2.5,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.7,10,
18-10-13,0,170.6,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,2,9,
18-10-46,0,170.6,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,2,4.3,
18-11-18,0,169.2,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.9,4.3,
18-11-51,0,169.2,2.4,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.9,4.3,
18-12-24,0,166,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.3,
18-12-56,0,166,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.3,
18-13-29,0,162.4,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.3,
18-14-1,0,162.4,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.7,9,
18-14-34,0,160.9,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.7,9,
18-15-6,0,158.3,2.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.7,9,
18-15-39,0,158.3,2.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,9,
18-16-11,0,158.3,2.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,9,
18-16-44,0,158.3,2.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,9,
18-17-16,0,152.5,2.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,9,
18-17-49,0,152.5,2.2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,9,
18-18-21,0,156.1,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4.3,
18-18-53,0,156.1,2.3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.6,4.1,
18-19-26,0,156.3,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-19-58,0,156.1,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-20-30,0,156.1,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-21-3,0,154.4,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,4.1,
18-21-35,0,154.4,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.7,4.1,
18-22-8,0,154.4,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.65,4.1,
18-22-41,0,129.5,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.405,1.55,4.1,
18-23-13,0,122.4,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.31,1.5,4.1,
18-23-46,0,122.4,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.31,1.5,4.1,
18-24-18,0,104.5,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.55,4.1,
18-24-51,0,104.5,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.65,4.1,
18-25-23,0,104.5,2.3,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.7,4.1,
18-25-56,0,99.9,2,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.7,4.1,
18-26-28,0,99,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.85,4.1,
18-27-1,0,99,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-27-33,0,99,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-28-6,0,95.9,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-28-38,0,95.9,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-29-11,0,87.4,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-29-43,0,87.4,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-30-16,0,87.4,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-30-48,0,87.4,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2,4.1,
18-31-20,0,87.7,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.9,4.1,
18-31-53,0,87.7,1.9,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-32-25,0,52.6,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-32-58,0,52.6,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-33-30,0,52.5,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,4.1,
18-34-3,0,52.5,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.45,1.8,4.1,
18-34-36,0,31.2,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
18-35-8,0,31.2,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
18-35-41,0,31.2,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
18-36-13,0,31.2,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
18-36-46,0,31.1,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
18-37-19,0,31.1,2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.4,1.8,4.1,
